| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 0 (19876) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 4811050 || 82 || 0 (9130) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 4100273 || 72 || 0 (8246) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 4100273 || 72 || 0 (8268) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 4272408 || 72 || 0 (7706) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 5016 (24892) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 22394275 || 1797348 || 3586 (12716) || 0 (412) || 0 (2415) || 269(269) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 21284385 || 1757639 || 3752 (11998) || 0 (412) || 0 (2415) || 279(279) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 22650054 || 1914148 || 11224 (19492) || 0 (412) || 0 (2415) || 287(287) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 21648082 || 1775614 || 3592 (11298) || 0 (412) || 0 (2415) || 275(275) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 12786 (32662) || 288 (956) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 20821780 || 1585105 || 8892 (18022) || 288 (700) || 0 (2415) || 455(455) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 20293904 || 1605741 || 9056 (17302) || 288 (700) || 0 (2415) || 479(479) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 19986971 || 1589065 || 17674 (25942) || 288 (700) || 0 (2415) || 558(558) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 20215024 || 1553178 || 7972 (15678) || 288 (700) || 0 (2415) || 417(417) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 44346 (64222) || 48 (716) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 19510613 || 1476918 || 43560 (52690) || 48 (460) || 0 (2415) || 1874(1874) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 18275984 || 1419705 || 39812 (48058) || 48 (460) || 0 (2415) || 1718(1718) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 18272126 || 1419678 || 39854 (48122) || 48 (460) || 0 (2415) || 1716(1716) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 10976 (30852) || 560 (1228) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 20676388 || 1598475 || 9962 (19092) || 560 (972) || 0 (2415) || 552(552) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 20029574 || 1601691 || 10032 (18278) || 560 (972) || 0 (2415) || 570(570) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 20025773 || 1601506 || 10086 (18354) || 560 (972) || 0 (2415) || 568(568) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 20359557 || 1625948 || 9608 (17314) || 560 (972) || 0 (2415) || 538(538) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 18220 (38096) || 0 (668) || 32 (2447) || unk(unk) || error
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 89895867 || 6752178 || 6472 (15602) || 0 (412) || 32 (2447) || 495(495) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 87328086 || 6601088 || 7200 (15446) || 0 (412) || 32 (2447) || 509(509) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 87334152 || 6606178 || 19594 (27862) || 0 (412) || 32 (2447) || 584(584) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 88170324 || 6653094 || 7068 (14774) || 0 (412) || 32 (2447) || 510(510) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 104819638 || 7768346 || 50754 (59884) || 672 (1084) || 32 (2447) || 1436(1436) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 111597050 || 8358509 || 59500 (67746) || 672 (1084) || 32 (2447) || 1328(1328) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 111520083 || 8352452 || 59580 (67848) || 672 (1084) || 32 (2447) || 1326(1326) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 104819637 || 7768344 || 50754 (59884) || 672 (1084) || 32 (2447) || 1436(1436) || Checksum OK
