| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2906200 || 6883 || 0 (22410) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 674726 || 6816 || 0 (16198) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 717219 || 6866 || 0 (16106) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 690652 || 6983 || 0 (17018) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 614959 || 6700 || 0 (15710) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 10877255 || 830868 || 3644 (26054) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2596243 || 206483 || 1776 (17974) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2429578 || 182892 || 1728 (17834) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 2335214 || 180863 || 6692 (23710) || 0 (384) || 0 (2824) || 580(596) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2402180 || 192368 || 1680 (17390) || 0 (384) || 0 (2828) || 252(268) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 6092032 || 328244 || 6492 (28902) || 0 (388) || 0 (2828) || 380(388) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2359387 || 177522 || 3736 (19934) || 0 (384) || 0 (2828) || 412(428) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2220369 || 161013 || 4120 (20226) || 0 (384) || 0 (2828) || 532(540) || Checksum OK
