| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || 6550 || 811 || 98 || 13 || 6 || 3 || 0 || [wiki:measureDetailsPage_18_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || 28379 || 3547 || 490 || 102 || 75 || 60 || 46 || [wiki:measureDetailsPage_18_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || 38204 || 4757 || 599 || 226 || 187 || 167 || 148 || [wiki:measureDetailsPage_18_blake64_sphlib-small Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_sphlib sphlib] || 23325 || 2936 || 412 || 89 || 65 || 54 || 42 || [wiki:measureDetailsPage_18_bmw256_sphlib Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_nslu2-openwrt_bmw512_sphlib sphlib] || 66567 || 8331 || 1041 || 208 || 142 || 109 || 76 || [wiki:measureDetailsPage_18_bmw512_sphlib Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_nslu2-openwrt_cubehash161_unrolled unrolled] || 107597 || 17990 || 6229 || 4786 || 4668 || 4609 || 4550 || [wiki:measureDetailsPage_18_cubehash161_unrolled Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_nslu2-openwrt_cubehash1616_unrolled unrolled] || 107514 || 13485 || 2006 || 532 || 427 || 374 || 321 || [wiki:measureDetailsPage_18_cubehash1616_unrolled Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_nslu2-openwrt_cubehash162_unrolled unrolled] || 107431 || 15767 || 3978 || 2538 || 2415 || 2356 || 2298 || [wiki:measureDetailsPage_18_cubehash162_unrolled Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_nslu2-openwrt_cubehash1632_sphlib-small sphlib-small] || 65619 || 8202 || 1281 || 290 || 219 || 183 || 147 || [wiki:measureDetailsPage_18_cubehash1632_sphlib-small Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_nslu2-openwrt_cubehash164_unrolled unrolled] || 107331 || 14599 || 2850 || 1378 || 1290 || 1228 || 1166 || [wiki:measureDetailsPage_18_cubehash164_unrolled Details]
|[wiki:ciphers_cubehash168 cubehash168] || [wiki:platformsimplementations_nslu2-openwrt_cubehash168_unrolled unrolled] || 107414 || 14044 || 2284 || 814 || 709 || 665 || 621 || [wiki:measureDetailsPage_18_cubehash168_unrolled Details]
|[wiki:ciphers_cubehash81 cubehash81] || [wiki:platformsimplementations_nslu2-openwrt_cubehash81_unrolled unrolled] || 62227 || 10195 || 3378 || 2554 || 2475 || 2438 || 2400 || [wiki:measureDetailsPage_18_cubehash81_unrolled Details]
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_nslu2-openwrt_cubehash816_unrolled unrolled] || 62227 || 7816 || 1164 || 310 || 249 || 218 || 188 || [wiki:measureDetailsPage_18_cubehash816_unrolled Details]
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_nslu2-openwrt_cubehash82_unrolled unrolled] || 62178 || 9032 || 2199 || 1343 || 1282 || 1259 || 1237 || [wiki:measureDetailsPage_18_cubehash82_unrolled Details]
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_nslu2-openwrt_cubehash832_unrolled unrolled] || 62377 || 7828 || 1087 || 236 || 175 || 145 || 114 || [wiki:measureDetailsPage_18_cubehash832_unrolled Details]
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_nslu2-openwrt_cubehash84_unrolled unrolled] || 62194 || 8433 || 1607 || 753 || 692 || 669 || 647 || [wiki:measureDetailsPage_18_cubehash84_unrolled Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_nslu2-openwrt_cubehash88_unrolled unrolled] || 62327 || 8128 || 1312 || 458 || 397 || 366 || 335 || [wiki:measureDetailsPage_18_cubehash88_unrolled Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_nslu2-openwrt_echo256_sphlib-small sphlib-small] || 60166 || 7519 || 942 || 278 || 257 || 226 || 196 || [wiki:measureDetailsPage_18_echo256_sphlib-small Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_nslu2-openwrt_echo512_sphlib-small sphlib-small] || 69044 || 8645 || 1076 || 524 || 455 || 420 || 385 || [wiki:measureDetailsPage_18_echo512_sphlib-small Details]
|[wiki:ciphers_echosp256 echosp256] || [wiki:platformsimplementations_nslu2-openwrt_echosp256_generic_opt32 generic_opt32] || 95228 || 12267 || 1535 || 377 || 279 || 252 || 224 || [wiki:measureDetailsPage_18_echosp256_generic_opt32 Details]
|[wiki:ciphers_echosp512 echosp512] || [wiki:platformsimplementations_nslu2-openwrt_echosp512_generic_opt32 generic_opt32] || 105419 || 13539 || 1696 || 438 || 383 || 329 || 274 || [wiki:measureDetailsPage_18_echosp512_generic_opt32 Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_nslu2-openwrt_fugue256_sphlib sphlib] || 41829 || 5941 || 863 || 220 || 172 || 148 || 124 || [wiki:measureDetailsPage_18_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_nslu2-openwrt_fugue512_sphlib sphlib] || 70490 || 9562 || 1399 || 382 || 308 || 271 || 233 || [wiki:measureDetailsPage_18_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_nslu2-openwrt_groestl256_opt32-xbx-rolled opt32-xbx-rolled] || 107215 || 13406 || 1974 || 508 || 404 || 349 || 295 || [wiki:measureDetailsPage_18_groestl256_opt32-xbx-rolled Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_nslu2-openwrt_groestl512_opt32 opt32] || 185851 || 23250 || 2917 || 817 || 635 || 542 || 449 || [wiki:measureDetailsPage_18_groestl512_opt32 Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_nslu2-openwrt_hamsi_sphlib sphlib] || 26833 || 3822 || 795 || 386 || 333 || 310 || 287 || [wiki:measureDetailsPage_18_hamsi_sphlib Details]
|[wiki:ciphers_hamsi512 hamsi512] || [wiki:platformsimplementations_nslu2-openwrt_hamsi512_sphlib sphlib] || 94114 || 15590 || 2397 || 1059 || 941 || 895 || 848 || [wiki:measureDetailsPage_18_hamsi512_sphlib Details]
|[wiki:ciphers_jh224 jh224] || [wiki:platformsimplementations_nslu2-openwrt_jh224_bitslice_opt32 bitslice_opt32] || 36658 || 6972 || 863 || 366 || 330 || 320 || 310 || [wiki:measureDetailsPage_18_jh224_bitslice_opt32 Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_nslu2-openwrt_jh256_bitslice_opt32 bitslice_opt32] || 36126 || 6933 || 861 || 366 || 329 || 311 || 293 || [wiki:measureDetailsPage_18_jh256_bitslice_opt32 Details]
|[wiki:ciphers_jh384 jh384] || [wiki:platformsimplementations_nslu2-openwrt_jh384_bitslice_opt32 bitslice_opt32] || 36791 || 6999 || 870 || 367 || 330 || 311 || 292 || [wiki:measureDetailsPage_18_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_nslu2-openwrt_jh512_bitslice_opt32 bitslice_opt32] || 36492 || 6893 || 861 || 366 || 329 || 311 || 293 || [wiki:measureDetailsPage_18_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_nslu2-openwrt_keccak256_opt32u2 opt32u2] || 51637 || 6856 || 916 || 286 || 248 || 228 || 208 || [wiki:measureDetailsPage_18_keccak256_opt32u2 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_nslu2-openwrt_keccak256_sphlib-small sphlib-small] || 81662 || 10218 || 1280 || 416 || 378 || 358 || 339 || [wiki:measureDetailsPage_18_keccak256_sphlib-small Details]
|[wiki:ciphers_keccak512 keccak512] || [wiki:platformsimplementations_nslu2-openwrt_keccak512_sphlib-small sphlib-small] || 78703 || 9836 || 1227 || 736 || 658 || 629 || 599 || [wiki:measureDetailsPage_18_keccak512_sphlib-small Details]
|[wiki:ciphers_lane256 lane256] || [wiki:platformsimplementations_nslu2-openwrt_lane256_c c] || 78071 || 11131 || 1377 || 318 || 241 || 201 || 162 || [wiki:measureDetailsPage_18_lane256_c Details]
|[wiki:ciphers_lane512 lane512] || [wiki:platformsimplementations_nslu2-openwrt_lane512_c c] || 274113 || 49414 || 6169 || 1481 || 1211 || 1087 || 963 || [wiki:measureDetailsPage_18_lane512_c Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_nslu2-openwrt_luffa256_sphlib sphlib] || 19418 || 2409 || 438 || 121 || 98 || 86 || 75 || [wiki:measureDetailsPage_18_luffa256_sphlib Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_nslu2-openwrt_luffa512_sphlib sphlib] || 34414 || 4302 || 807 || 225 || 182 || 161 || 140 || [wiki:measureDetailsPage_18_luffa512_sphlib Details]
|[wiki:ciphers_mcssha4 mcssha4] || [wiki:platformsimplementations_nslu2-openwrt_mcssha4_ref ref] || 21845 || 2947 || 481 || 175 || 153 || 142 || 131 || [wiki:measureDetailsPage_18_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || [wiki:platformsimplementations_nslu2-openwrt_mcssha5_ref ref] || 28944 || 3764 || 587 || 188 || 159 || 145 || 130 || [wiki:measureDetailsPage_18_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || [wiki:platformsimplementations_nslu2-openwrt_mcssha6_ref ref] || 27381 || 3631 || 565 || 186 || 158 || 144 || 130 || [wiki:measureDetailsPage_18_mcssha6_ref Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_nslu2-openwrt_shabal256_sphlib sphlib] || 32868 || 4084 || 701 || 118 || 75 || 54 || 33 || [wiki:measureDetailsPage_18_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_nslu2-openwrt_shabal512_ref ref] || 33250 || 4169 || 703 || 115 || 73 || 52 || 31 || [wiki:measureDetailsPage_18_shabal512_ref Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_nslu2-openwrt_shavite3256_256-nosalt-smallc 256-nosalt-smallc] || 65652 || 8308 || 1158 || 260 || 194 || 161 || 127 || [wiki:measureDetailsPage_18_shavite3256_256-nosalt-smallc Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_nslu2-openwrt_simd256_sphlib sphlib] || 55494 || 8718 || 1097 || 328 || 273 || 244 || 216 || [wiki:measureDetailsPage_18_simd256_sphlib Details]
|[wiki:ciphers_simd512 simd512] || [wiki:platformsimplementations_nslu2-openwrt_simd512_opt opt] || 65270 || 12936 || 1618 || 427 || 362 || 329 || 296 || [wiki:measureDetailsPage_18_simd512_opt Details]
|[wiki:ciphers_skein256 skein256] || [wiki:platformsimplementations_nslu2-openwrt_skein256_sphlib-small sphlib-small] || 36558 || 4589 || 878 || 206 || 158 || 134 || 110 || [wiki:measureDetailsPage_18_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || [wiki:platformsimplementations_nslu2-openwrt_skein512_sphlib sphlib] || 80498 || 10012 || 1256 || 361 || 256 || 204 || 151 || [wiki:measureDetailsPage_18_skein512_sphlib Details]
|[wiki:ciphers_whirlpool whirlpool] || [wiki:platformsimplementations_nslu2-openwrt_whirlpool_ref ref] || 75561 || 9485 || 1675 || 600 || 522 || 493 || 463 || [wiki:measureDetailsPage_18_whirlpool_ref Details]
