| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || [wiki:compilernames arm-elf-gcc -O0] || 4.3.2 (GCC) ||  ||  || 0 (14628) || 0 (24) || 0 (2488) || unk(unk) || error
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || [wiki:compilernames arm-elf-gcc -O1] || 4.3.2 (GCC) ||  ||  || 0 (9584) || 0 (24) || 0 (2488) || unk(unk) || error
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || [wiki:compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || 215199 || 38 || 0 (8896) || 0 (24) || 0 (2488) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || [wiki:compilernames arm-elf-gcc -O3] || 4.3.2 (GCC) || 215199 || 38 || 0 (9876) || 0 (24) || 0 (2488) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || [wiki:compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || 398744 || 36 || 0 (8393) || 0 (24) || 0 (2488) || 0(0) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-elf-gcc -O0] || 4.3.2 (GCC) ||  ||  || 2360 (16988) || 0 (24) || 0 (2488) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-elf-gcc -O1] || 4.3.2 (GCC) ||  ||  || 1524 (11108) || 0 (24) || 0 (2488) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || 2051597 || 184763 || 1452 (10348) || 0 (24) || 0 (2488) || 280(280) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-elf-gcc -O3] || 4.3.2 (GCC) || 1755401 || 155741 || 6732 (16608) || 0 (24) || 0 (2488) || 300(300) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || 2699227 || 231876 || 1372 (9765) || 0 (24) || 0 (2488) || 284(284) || Checksum OK
