| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_lpc1114-evb_0hash ->] || [wiki:r2011platformsimplementations_lpc1114-evb_0hash_empty empty] || 127 || 0 || 0 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_lpc1114-evb_keccakc512 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_keccakc512_compact compact] || 1990633 || 1132 || 440 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_lpc1114-evb_keccakc1024 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_keccakc1024_compact compact] || 3643995 || 1132 || 408 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_lpc1114-evb_blake256 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_blake256_armcryptolib armcryptolib] || 572465 || 1152 || 280 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_lpc1114-evb_sha256 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_sha256_avrcryptolib avrcryptolib] || 973942 || 1216 || 780 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_lpc1114-evb_groestl256 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_groestl256_armcryptolib armcryptolib] || 26876419 || 1260 || 400 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_lpc1114-evb_groestl512 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_groestl512_armcryptolib armcryptolib] || 40103826 || 1284 || 704 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_lpc1114-evb_blake512 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_blake512_armcryptolib armcryptolib] || 628595 || 1476 || 560 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_sha1 <-] sha1 [wiki:r2011platformsciphers_lpc1114-evb_sha1 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_sha1_avrcryptolib avrcryptolib] || 1247413 || 1584 || 312 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -O0 || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_lpc1114-evb_jh256 ->] || [wiki:r2011platformsimplementations_lpc1114-evb_jh256_opt8 opt8] || 14274173 || 1644 || 556 || arm-none-eabi-gcc -pipe -Wall -mthumb -mcpu=cortex-m0 -Dtarget=lpc11xx -std=c99 -T memconfig app ld  -Wl,-gc-sections -fomit-frame-pointer -ffunction-sections -fdata-sections -fmessage-length=0 -fno-builtin  -Os || 4.5.2 (Sourcery G++ Lite 2011.03-42) || [wiki:r2011runs_319 Run 319]
